,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,moves,opening_eco,opening_name,opening_ply,EstDur,Event,RatingDiff
17272,True,47,mate,white,10+2,1566,1520,e4 e5 d4 exd4 c3 dxc3 Bc4 c2 Qxc2 Nf6 Qb3 Qe7 Nc3 g6 e5 Bg7 Nge2 Nh5 O-O O-O g4 Bxe5 gxh5 Qh4 Ng3 Nc6 Nd5 Nd4 Qd3 Nf5 Re1 Bd6 hxg6 fxg6 Nxc7+ Kh8 Qc3+ Ng7 Nxa8 b6 Bd5 Bxg3 fxg3 Qh5 Re7 Qf5 Qxg7#,C21,Danish Gambit,5,680,Rapid,46
6203,True,116,outoftime,black,10+3,1302,963,e3 d5 Bb5+ Bd7 Nc3 c6 Ba4 e5 Nf3 d4 Ne4 dxe3 Nxe5 f6 Qh5+ g6 Nd6+ Bxd6 Nxg6 hxg6 Qxh8 Be6 c3 Qa5 b4 Qxa4 fxe3 Kd7 Qh7+ Ne7 Rf1 Bg8 Qg7 Bxa2 Rxf6 Kc8 Rf8+ Kc7 Qh8 Bg8 Rxa4 Nf5 Qxg8 Bxf8 Qxf8 Nd7 e4 Nxf8 exf5 gxf5 d4 a6 Bf4+ Kc8 c4 b5 Ra3 bxc4 Rc3 a5 Rxc4 c5 bxa5 Rxa5 dxc5 Ra1+ Bc1 Ne6 c6 f4 Ke2 Ra2+ Bd2 Nd8 Rxf4 Nxc6 Rf8+ Kb7 Ke3 Ra1 Kf3 Rh1 Bf4 Nd4+ Ke4 Ne2 Rb8+ Ka6 Kd3 Nxf4+ Kc4 Ka5 Rb5+ Ka4 Rb4+ Ka3 Kc3 Nd5+ Kc4 Nxb4 g4 Rxh2 g5 Rg2 g6 Rxg6 Kc5 Na6+ Kd5 Nc7+ Kc5 Rg5+ Kb6 Na8+ Kb7 Rg7+,A00,Van't Kruijs Opening,1,720,Rapid,339
1092,False,74,resign,black,5+5,1786,1736,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Na5 Bd5 c6 Bb3 Nxb3 axb3 c5 Bf4 Nf6 O-O Nxe4 Re1 d5 Nfd2 Bf5 f3 Bd6 Bxd6 Qxd6 fxe4 dxe4 Nxe4 Qg6 Nd6+ Kf8 Nxf5 Qxf5 Nd2 g6 Nc4 Kg7 Qe2 Rhe8 Qxe8 Rxe8 Rxe8 d3 cxd3 Qxd3 Ne5 Qd4+ Kh1 Qxb2 Rf1 f5 Nf3 Qxb3 Re7+ Kf6 Rxh7 Qc4 Rxb7 Qxf1+ Ng1 c4 Rxa7 c3 Ra6+ Ke5 Ra5+ Kd4 h3 c2 Kh2 c1=Q Nf3+ Kc4,C44,Scotch Game: Scotch Gambit,7,500,Rapid,50
8619,True,82,resign,black,7+10,2025,2040,e4 d5 exd5 Nf6 d4 Bg4 Nf3 Qxd5 Be2 Nc6 c4 Qh5 O-O O-O-O Be3 e5 d5 e4 Nd4 Bxe2 Nxe2 Ne5 Qc2 Nfg4 h3 Nxe3 fxe3 Bc5 Nd4 Nd3 Nc3 g5 Nxe4 Nb4 Qf2 Nd3 Qf5+ Kb8 Nxc5 Nxc5 Qxf7 Qh4 Nb5 Rc8 Qe7 Qxc4 Nc3 Rhe8 Qxg5 Qd3 Rae1 Rg8 Qf4 a6 e4 Qxh3 Re2 Nd3 Qf5 Qh4 e5 Nc5 e6 Rg5 Qf3 Rh5 Qh3 Qg5 Qf3 Rg8 e7 Re8 Ne4 Qh6 Nxc5 Rh1+ Kf2 Qh4+ Qg3 Rxf1+ Kxf1 Qxg3,B01,Scandinavian Defense: Portuguese Variation,6,820,Rapid,-15
8611,False,36,resign,white,7+10,2007,1865,c4 Nf6 d4 g6 Nc3 Bg7 e4 d6 h3 O-O f4 c5 d5 e6 Bd3 exd5 cxd5 Re8 Nf3 Bf5 Nd2 Nxe4 Ncxe4 Qh4+ g3 Qxg3+ Kf1 Qxf4+ Kg1 Bd4+ Kg2 Bxe4+ Nxe4 Rxe4 Bxf4 Rxf4,E71,King's Indian Defense: Makogonov Variation,9,820,Rapid,142
4829,True,51,mate,white,10+0,1573,1179,e4 e5 Nf3 Nc6 Bc4 f6 Nc3 f5 d3 fxe4 Nxe4 Nd4 Nfg5 Be7 Nf7 Bb4+ c3 Nf6 Nxd8 Nxe4 dxe4 d5 Bxd5 Bc5 Qh5+ Kxd8 cxd4 Bxd4 O-O Rf8 Bg5+ Kd7 Qg4+ Ke8 Qh5+ Kd7 Qxh7 Kd6 Bb3 Bxf2+ Rxf2 Rxf2 Kxf2 Bg4 Qxg7 Kc5 Be7+ Kd4 Qxg4 Re8 Rd1#,C50,Italian Game,5,600,Rapid,394
5868,True,64,mate,black,10+0,1547,1317,d4 d5 Nf3 Bg4 c4 e6 Bg5 f6 Bh4 Nc6 e3 Bb4+ Nc3 Nge7 Be2 O-O cxd5 exd5 O-O g5 Bg3 h5 Nd2 Bxe2 Nxe2 h4 a3 Bxd2 Qxd2 hxg3 fxg3 Kg7 h4 gxh4 gxh4 Rh8 g3 Qd6 Rf4 Ng6 Qd3 Nxf4 exf4 Rag8 Qf5 Kf7 Nc3 Rxg3+ Kf2 Rgg8 Nxd5 Rxh4 Re1 Rh2+ Kf3 Nxd4+ Ke4 Nxf5 Kxf5 Qxd5+ Re5 fxe5 fxe5 Rf2#,D02,Queen's Pawn Game: Anti-Torre,4,600,Rapid,230
10828,True,78,resign,white,90+8,1627,1438,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 c5 Bb5+ Bd7 Bxd7+ Nbxd7 Nf5 a6 Bg5 Qc7 Bxf6 Nxf6 Ne3 Be7 Ned5 Nxd5 Nxd5 Qa5+ Qd2 Qxd2+ Kxd2 Bg5+ f4 Bxf4+ Nxf4 O-O Nd5 Rae8 Kd3 Re5 Rae1 Rfe8 Rhf1 b5 Rf5 c4+ Kd2 Rd8 Rxe5 dxe5 Kc3 a5 Rd1 g6 Ne7+ Kf8 Rxd8+ Kxe7 Rd5 Ke6 Rxb5 f5 exf5+ Kxf5 Kxc4 Kf4 Kd3 e4+ Ke2 h5 Rxa5 g5 b4 h4 b5 g4 b6 g3 h3 e3,C41,Philidor Defense: Exchange Variation,8,5720,Classical,189
9892,True,13,resign,white,9+0,1498,1238,e4 d5 Nf3 Qd6 e5 Qxe5+ Nxe5 d4 Qf3 Bg4 Qxb7 d3 Bxd3,A06,Zukertort Opening: Tennison Gambit,3,540,Rapid,260
11824,True,48,mate,black,10+0,1695,1645,e4 c5 f4 d6 Bc4 e6 d3 Bd7 Be3 b5 Bxb5 Bxb5 Nc3 a6 Qf3 Bc6 Nge2 Be7 d4 cxd4 Bxd4 Nf6 O-O Qa5 a3 d5 b4 Qd8 exd5 Nxd5 Rad1 Nxc3 Bxc3 Bxf3 Rxd8+ Bxd8 Rxf3 Nc6 Bxg7 Rg8 Bh6 Bb6+ Kh1 O-O-O Rc3 Rd1+ Ng1 Rxg1#,B21,Sicilian Defense: McDonnell Attack,3,600,Rapid,50
10232,False,49,resign,white,5+5,2064,1889,Nf3 Nf6 g3 d5 Bg2 Bg4 d4 e6 O-O Be7 c4 c6 Qb3 b6 Nc3 O-O Ne5 Bh5 Bf4 Nfd7 cxd5 exd5 Nxc6 Nxc6 Qxd5 Bxe2 Nxe2 Rc8 Bh3 Nf6 Qb5 Nxd4 Nxd4 Qxd4 Bxc8 Rxc8 Rad1 Qe4 Qa6 Qa8 Rc1 Bc5 b4 Nh5 Be3 f5 bxc5 Rf8 c6,A08,King's Indian Attack,4,500,Rapid,175
3323,True,49,resign,black,10+2,1525,1633,e4 g6 d4 Bg7 Nf3 c5 c3 cxd4 cxd4 Qa5+ Nc3 Qb6 Be3 Qxb2 Rb1 Qxc3+ Bd2 Qa3 Bc4 Nf6 Bb4 Nxe4 Bxa3 Nc3 Qb3 Nxb1 Qxb1 O-O h4 Nc6 Bb2 a6 h5 b5 Bb3 Bb7 h6 Bh8 d5 Nb4 Bxh8 Kxh8 Qb2+ f6 g4 Nd3+ Kd2 Nxb2 Kc2,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,6,680,Rapid,-108
3746,True,35,resign,white,15+15,1697,1486,e4 e6 d4 Qh4 Nc3 Bb4 Bd3 Bxc3+ bxc3 Qf6 e5 Qe7 Nf3 d6 O-O f6 exd6 Qxd6 Nd2 e5 Qh5+ g6 Bxg6+ Kd7 Rd1 exd4 Ne4 Qe5 Rxd4+ Ke6 Bf7+ Ke7 Ba3+ c5 Bxc5+,C00,French Defense: Normal Variation,3,1500,Classical,211
11910,True,90,mate,black,5+5,2111,2299,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Nf3 e5 O-O Nc6 d5 Ne7 h3 Ne8 Be3 f5 Bd3 Bd7 Qb3 Qc8 c5 f4 Bd2 Bxh3 gxh3 Qxh3 cxd6 Nf5 Be2 Qg4+ Kh1 Ng3+ fxg3 Qh3+ Kg1 fxg3 Be3 Bh6 Bc5 cxd6 Na4 Rxf3 Rxf3 Qh2+ Kf1 g2+ Ke1 dxc5 d6+ Kh8 Rf8+ Bxf8 Kd2 Nxd6 Kc2 c4 Qe3 Nb5 Rd1 Nd4+ Kb1 Nxe2 Nc3 g1=Q Rxg1 Nxc3+ bxc3 Ba3 Qc1 Bxc1 Rxc1 Rf8 Rc2 Qg1+ Kb2 Rf1 Ka3 Rb1 Rd2 Qc1+ Ka4 Qxd2 a3 Qd7+ Ka5 Qb5#,E97,King's Indian Defense: Orthodox Variation |  Aronin-Taimanov Defense,14,500,Rapid,-188
7816,True,95,outoftime,white,10+0,1724,1438,d4 d5 c4 e6 e3 Nf6 Nc3 Be7 Nf3 O-O Be2 c5 O-O Nc6 b3 cxd4 Nxd4 e5 Nxc6 bxc6 Bb2 Qc7 cxd5 cxd5 Rc1 Qd8 Qd2 Bb7 Rfd1 Rc8 Bf3 e4 Be2 Bb4 a3 Be7 h3 a5 Bb5 h6 Qe2 Qb6 Na4 Qa7 Bd4 Qa8 Nb6 Qb8 Nxc8 Bxc8 a4 Bb7 Rc3 Qd8 Rdc1 Bb4 Rc7 Ba3 R1c2 Ba8 Qd2 Bb4 Qc1 Qd7 Rc8 Qd6 Rxf8+ Kxf8 Rc8+ Ke7 Rxa8 Nd7 Ra7 Qe6 Rxd7+ Qxd7 Bxd7 Kxd7 Bc5 Bxc5 Qxc5 Ke6 Qxa5 Ke5 b4 f6 b5 Kf5 b6 Ke6 b7 Kd7 b8=Q Ke7 Qxd5,D30,Queen's Gambit Declined,4,600,Rapid,286
2647,True,40,resign,black,15+15,1337,1384,e4 e6 d4 d5 Nc3 c5 Nf3 dxe4 Nxe4 Nf6 Bg5 Be7 dxc5 Nxe4 Bxe7 Qxe7 Bb5+ Nc6 Bd3 Qxc5 Bxe4 Qb4+ Nd2 e5 O-O Qxb2 Nc4 Qd4 Bxc6+ bxc6 Nd6+ Ke7 Nf5+ Bxf5 Qxd4 exd4 Rfe1+ Kd7 Re5 Bxc2,C10,French Defense: Marshall Variation,6,1500,Classical,-47
1465,False,39,mate,white,20+0,1413,1500,e4 e5 d3 d6 g3 g6 Bg2 f5 Nf3 fxe4 dxe4 Bh6 Bxh6 Nxh6 Qd2 b5 Qxh6 Bb7 Nh4 c6 Nxg6 Rg8 Qxh7 Qa5+ Nc3 d5 Qxg8+ Kd7 Nxe5+ Kc7 exd5 cxd5 Bxd5 Bxd5 Qxd5 Nc6 Qxc6+ Kd8 Qd7#,C20,King's Pawn Game: Leonardis Variation,3,1200,Rapid,-87
19522,True,45,resign,white,10+0,2008,1795,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Bd2 Nxe4 Bxb4 Nxb4 Bxf7+ Kxf7 Qb3+ Ke8 Qxb4 d6 O-O Rf8 Nc3 Nxc3 bxc3 Rf7 Rfe1+ Kf8 Ne5 Re7 Nc4 a5 Qb1 Be6 Ne3 b6 Qxh7 Bg8 Qh8 Re6 Nf5 Rg6 Re7,C54,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11,600,Rapid,213
1325,True,29,mate,white,15+15,1233,1174,e4 e5 Nc3 d6 Nf3 Nc6 d4 f6 d5 Nce7 Bb5+ Bd7 Bxd7+ Qxd7 Qd3 O-O-O Nb5 f5 exf5 Nxf5 Nxa7+ Kb8 Nb5 e4 Qa3 exf3 Qa7+ Kc8 Qa8#,C27,Vienna Game,3,1500,Classical,59
1776,True,22,mate,black,10+0,1384,1353,e4 e5 Nf3 Nc6 Bc4 Nb4 Nxe5 d5 exd5 Nxd5 Bxd5 Qxd5 Nf3 Bd6 O-O Bg4 Qe1+ Ne7 Nc3 Qh5 Nd4 Qxh2#,C50,Italian Game,5,600,Rapid,31
3290,False,73,resign,white,5+5,1432,1704,a4 e5 Nc3 Nf6 e4 Nc6 Bb5 a6 Bc4 Bc5 Nf3 d6 h3 O-O g4 Qe7 d3 Be6 Bxe6 Qxe6 g5 Nh5 Nd5 Rac8 c3 f6 d4 exd4 cxd4 Bb6 gxf6 Nxf6 Ng5 Qe8 Nxf6+ Rxf6 h4 Bxd4 Ra3 h6 Nh3 Qxe4+ Kd2 Qxh4 Qe2 Bxf2 Nxf2 Rxf2 Rxh4 Rxe2+ Kxe2 Re8+ Kd1 g5 Rxh6 Nd4 Rah3 Kg7 Rh7+ Kf6 R3h6+ Kf5 Rf7+ Kg4 Rg6 Nf3 Rgf6 Re1+ Kc2 Re2+ Kb1 d5 Rxf3,A00,Ware Opening,1,500,Rapid,-272
14576,True,96,resign,black,15+5,1867,1914,e4 c5 Nf3 d6 Bb5+ Nd7 O-O a6 Bxd7+ Bxd7 c4 Nf6 Nc3 e6 d4 cxd4 Nxd4 Be7 Be3 O-O b3 b5 cxb5 axb5 Ndxb5 Bxb5 Nxb5 Nxe4 a4 d5 Rc1 Qa5 f3 Nd6 Bc5 Rfd8 Nxd6 Bxd6 Bxd6 Rxd6 Qc2 h6 Qc7 Qxc7 Rxc7 Rb6 Rc3 Rab8 Rb1 Rb4 Kf2 Rxa4 Rbc1 Rab4 Rb1 d4 Rd3 e5 g3 f6 Ke2 Kf7 Kd2 Ke6 g4 g6 Kc2 f5 gxf5+ gxf5 Ra1 Kd5 Ra5+ R8b5 Ra6 e4 fxe4+ fxe4 Rh3 d3+ Kd2 Rxb3 Rhxh6 Kd4 Rhd6+ Rd5 Rxd5+ Kxd5 Ke3 Rb2 Ra4 Rxh2 Rxe4 Rh3+ Kf4 Rh4+,B51,Sicilian Defense: Canal-Sokolsky Attack,5,1100,Rapid,-47
5518,True,78,resign,black,10+0,1818,1860,d4 d5 Bf4 c5 e3 cxd4 exd4 Nc6 c3 Qb6 Qb3 Bf5 Nd2 e6 Ngf3 Nf6 Nh4 Bg6 Nxg6 hxg6 h3 Be7 Bd3 Qxb3 axb3 a6 Nf3 Kd7 O-O Nh5 Bh2 f5 Rfe1 g5 Ne5+ Nxe5 Bxe5 Bf6 Bh2 Rae8 Re2 Nf4 Bxf4 gxf4 f3 g5 Rae1 Rh7 Bxf5 Rhe7 Bg4 Kd6 Bh5 Rf8 Bg4 e5 dxe5+ Rxe5 Kf1 Rfe8 b4 Rxe2 Rxe2 Rxe2 Kxe2 d4 Bc8 Kc7 Bg4 dxc3 bxc3 Bxc3 Kd3 Bxb4 Ke4 Be7 Kf5 a5,D00,Queen's Pawn Game: Steinitz Countergambit,4,600,Rapid,-42
2595,True,37,outoftime,white,10+5,1517,1559,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Bd3 c5 d5 a6 a4 Ne8 O-O f5 Bg5 h6 Bd2 g5 exf5 Bxf5 Qc2 Bg4 Ne1 Bd4 Bh7+ Kh8 Qg6 Nf6 Qxh6 Nxh7 Bxg5 Rf5 h4,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9,800,Rapid,-42
9480,True,31,resign,white,17+17,1824,1805,Nc3 Nf6 d4 d5 Bg5 e6 e4 Be7 e5 Nfd7 Bxe7 Qxe7 f4 a6 Nf3 c5 dxc5 Qxc5 Qd2 b5 Bd3 Nc6 a3 Nd4 Nxd4 Qxd4 h4 Nc5 Bxb5+ axb5 Qxd4,C14,French Defense: Classical Variation |  Steinitz Variation,13,1700,Classical,19
16492,True,43,resign,white,10+0,1777,2054,e4 e6 Nf3 d5 e5 c5 c3 Qb6 d4 Nc6 Be2 cxd4 cxd4 Nge7 Na3 Nf5 Nc2 Be7 O-O O-O a3 f6 b4 fxe5 dxe5 Bd7 Re1 Nh4 Nxh4 Qxf2+ Kh1 Qxh4 Bd3 Nxe5 Rxe5 Bf6 Rh5 Qf2 Be3 Bxa1 Bxf2 Rxf2 Bxh7+,C00,French Defense: Knight Variation,3,600,Rapid,-277
1482,True,122,outoftime,black,10+0,1210,1183,e4 e5 Qh5 Qf6 Qf5 Qxf5 exf5 Nf6 Bd3 e4 Bc4 d5 Bb5+ c6 Ba4 b5 Bb3 c5 c3 c4 Bc2 Nc6 Na3 a6 b3 Bxf5 bxc4 dxc4 Nb1 Bc5 Ne2 Ng4 Ba3 b4 cxb4 Bxb4 Bxb4 Nxb4 Ba4+ Ke7 Nd4 Bg6 O-O Rhd8 Bc6 Rac8 Bb7 Rb8 Nc6+ Kd7 Nxb8+ Rxb8 Bxe4 Bxe4 f3 Bxb1 Raxb1 Ne5 f4 Ned3 Rf3 Rb5 a3 Nc2 Rxb5 axb5 Rg3 Nxa3 Rxg7 b4 Rxf7+ Ke6 Rxh7 b3 Rh6+ Kf5 Rh5+ Kg4 Rg5+ Kxf4 Rg3 b2 Rf3+ Ke4 Re3+ Kf4 Rf3+ Ke5 Re3+ Kf6 Rf3+ Ke5 Re3+ Kf5 Rf3+ Nf4 Rxa3 b1=Q+ Kf2 Nd3+ Kg3 Qe1+ Kh3 Qe2 Ra5+ Ke4 Ra4 Nf4+ Kg3 Qxg2+ Kh4 Qxh2+ Kg5 Qh5+ Kf6 Qe5+ Kf7 Qd6 Rxc4+ Kd5 Rc3 Qe6+,C20,King's Pawn Game: Wayward Queen Attack,3,600,Rapid,27
130,True,37,resign,white,15+15,1433,1282,e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+ Bxf3 c6 Ke2 Nd7 Rhd1 Be7 Kf1 Bc5 Bxc5 Ndxc5 Bxc6+ Ke7 Nd5+,B02,Alekhine Defense: Maroczy Variation,3,1500,Classical,151
5554,True,49,mate,white,10+5,1629,1047,d4 e6 c4 d5 e3 dxc4 Bxc4 Nc6 Nc3 Nb4 Nge2 Bd7 a3 Nc6 O-O b5 Bxb5 Nb8 Bxd7+ Qxd7 b4 Qe7 Qc2 Qd6 Nb5 Qb6 Nxc7+ Ke7 Nxa8 Qb7 Nc7 Kd7 Bd2 Bd6 Qa4+ Ke7 Qe8+ Kf6 Qd8+ Kg6 Qxd6 Nh6 Nf4+ Kf6 Ncd5+ Kf5 Qe5+ Kg4 Qh5#,D30,Queen's Gambit Declined,4,800,Rapid,582
7462,True,51,resign,white,15+0,1484,1743,d4 d5 Nc3 Nf6 Bg5 e6 Nf3 Bb4 a3 Ba5 b4 Bb6 e3 a6 Ne5 Nbd7 Nxd7 Bxd7 Bxf6 Qxf6 h3 O-O Bd3 a5 O-O axb4 axb4 Ra7 Bb5 Bc6 Bxc6 bxc6 Rxa7 Bxa7 Qa1 Bb6 b5 c5 Na4 Ra8 c3 cxd4 cxd4 Qe7 Qd1 Qb4 Nxb6 cxb6 Qb1 Ra5 Qxb4,D01,Queen's Pawn Game: Veresov Attack |  Classical Defense,7,900,Rapid,-259
8642,True,68,mate,black,7+15,1996,2132,c4 b5 cxb5 Bb7 Nf3 g6 Nc3 d6 e4 e5 Bc4 Nd7 d3 Nb6 Bb3 Bg7 Ng5 Nh6 a4 Nd7 O-O O-O f4 Nc5 Bd5 Bxd5 Nxd5 exf4 Bxf4 Bxb2 Ra2 Bd4+ Kh1 a6 Nf3 Bg7 h3 f5 Bg5 Qd7 Qd2 fxe4 Bxh6 exf3 g4 Bxh6 Qxh6 Qe6 Qg5 axb5 Ne7+ Kh8 Raf2 bxa4 Rxf3 Rxf3 Rxf3 a3 Re3 a2 Rxe6 a1=Q+ Kg2 Ra2+ Kg3 Qg1+ Kh4 Qf2#,A10,English Opening: Jaenisch Gambit,2,1020,Rapid,-136
5238,True,40,resign,white,15+15,1514,1672,d4 Nf6 Nf3 e6 e3 Nc6 Bd3 b6 O-O Bb7 a3 Be7 b4 O-O Nc3 d5 e4 dxe4 Nxe4 Bd6 Nxf6+ Qxf6 Be4 Rfd8 b5 Nxd4 Bxb7 Nxf3+ Qxf3 Qxa1 Bxa8 Rxa8 Qxa8+ Bf8 Qxa7 Qe5 g3 h6 Bf4 Qc3,A46,Yusupov-Rubinstein System,5,1500,Classical,-158
2772,True,68,mate,black,10+0,1347,1417,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 d6 dxe5 dxe5 Bxf7+ Kxf7 Ng5+ Ke8 O-O Qxd1 Rxd1 h6 Nf3 Bc5 Nc3 Ng4 Rd5 Bxf2+ Kf1 Be3 h3 Bxc1 hxg4 Bxb2 Nb5 Bxa1 Nxc7+ Kf7 Nxa8 Bxg4 Rd7+ Bxd7 Nc7 Nd4 Nxe5+ Ke7 Nd5+ Kd6 Nc4+ Kc5 Ne5 Bb5+ c4 Bxc4+ Nxc4 Kxc4 Kf2 Rf8+ Ke3 g5 Kd2 Re8 Nf6 Re6 e5 Rxe5 Ng4 Re2+ Kc1 Re1+ Kd2 Bc3#,C55,Italian Game: Scotch Gambit Declined,8,600,Rapid,-70
4693,True,23,resign,white,10+0,2349,1750,a4 e5 e4 Nf6 Nf3 Nxe4 d3 Nf6 Nxe5 d5 d4 Bd6 Nc3 O-O Be2 Nc6 Nxc6 bxc6 O-O Re8 Bg5 h6 Be3,A00,Ware Opening,1,600,Rapid,599
8888,True,37,mate,white,15+0,1617,1022,e4 c5 Nf3 d6 Be2 Nf6 Nc3 g6 O-O Bg7 d3 O-O Bg5 h6 Be3 Ng4 Bd2 Nc6 h3 Nf6 Qc1 Nd4 Bxh6 Nxe2+ Nxe2 Bxh6 Qxh6 b5 Ng5 b4 f4 e5 fxe5 dxe5 Rxf6 Qxf6 Qh7#,B50,Sicilian Defense,4,900,Rapid,595
6242,True,44,mate,black,10+15,2200,2015,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be2 Bg7 O-O O-O Be3 Bd7 Nb3 Nc6 f4 Qc8 Qd2 Ng4 Bxg4 Bxg4 f5 Ne5 Nd5 Re8 h3 gxf5 hxg4 fxg4 Bh6 f6 Nd4 Bh8 c3 g3 b4 Qg4 Nf3 Qh5 Nxe5 Qh2#,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,11,1200,Rapid,185
16453,True,32,resign,black,10+0,1680,1839,e4 c5 Nf3 d6 Nc3 Bd7 Bc4 g6 Ng5 e6 d3 Bg7 Qf3 Nf6 O-O O-O Re1 a6 e5 dxe5 Rxe5 Bc6 Nge4 Nxe4 Nxe4 Bxe5 Bh6 Re8 Ng5 Bxf3 gxf3 Nc6,B50,Sicilian Defense,4,600,Rapid,-159
1834,True,44,mate,black,8+0,1331,1341,e4 d5 Qf3 h5 exd5 Bg4 Qe4 f5 Qe5 Nf6 Bc4 g6 d6 cxd6 Qe6 Qa5 Qf7+ Kd8 c3 Qe5+ Ne2 Bxe2 Bxe2 Qe4 d3 Qxg2 Rf1 Nc6 Bg5 Ne5 Bxf6 Nxf7 Bxh8 Nxh8 f4 Bh6 Bf3 Qxh2 Bxb7 Rb8 Bd5 Rxb2 Na3 Qe2#,B01,Scandinavian Defense,2,480,Rapid,-10
6941,True,46,resign,black,30+10,1299,1356,e4 d5 e5 c5 Bb5+ Bd7 Nc3 e6 Nf3 a6 Bxd7+ Nxd7 d4 c4 O-O Bb4 Qd2 b5 a3 Ba5 b4 cxb3 cxb3 b4 axb4 Bxb4 Ba3 Qb6 Rfc1 Rc8 Bb2 Ne7 Qg5 O-O h4 h6 Qh5 Bxc3 Rxc3 Rxc3 Bxc3 Qxb3 Rc1 Nc6 Ba5 Nxa5,B01,Scandinavian Defense,2,2200,Classical,-57
339,True,124,resign,black,10+0,1677,1627,b4 e5 b5 d5 Bb2 Qd6 Nf3 Nd7 h3 a6 a4 axb5 axb5 Rxa1 Bxa1 f6 g4 Nh6 g5 fxg5 Nxg5 Be7 h4 Bxg5 hxg5 Nf7 Rg1 Nb6 e3 Bd7 Nc3 O-O g6 hxg6 Bb2 Re8 Qa1 d4 Ne4 Qd5 f3 dxe3 dxe3 Bf5 Bd3 Nd6 Rg3 Nxe4 fxe4 Bxe4 Bxe4 Qxe4 Qd1 Nd5 Qe2 Qb4+ c3 Nxc3 Bxc3 Qxc3+ Qd2 Qxd2+ Kxd2 Re6 Kc3 Kf7 Rf3+ Ke7 Rg3 Kf6 e4 g5 Rf3+ Kg6 Rf8 g4 Kd3 Rf6 Rh8 g3 Rh1 Kg5 Rg1 Kg4 Kc4 Kh3 Rh1+ Kg4 Rg1 Kf3 Kd5 Kf2 Rb1 g2 Rb2+ Kg3 Rb3+ Kh2 Rb2 Kh1 Rb1+ g1=Q Rxg1+ Kxg1 Kxe5 Rb6 Kd5 Rxb5+ Kc4 Re5 Kd4 Rxe4+ Kxe4 b5 Kd5 g5 Kc5 g4 Kxb5 g3 Kc4 g2 Kd3 Kf2,A00,Polish Opening,1,600,Rapid,50
11604,False,82,mate,black,20+20,1907,1500,d4 Nf6 Nf3 e6 c4 d5 Nc3 dxc4 e4 b5 b3 b4 e5 bxc3 exf6 cxb3 fxg7 Bxg7 axb3 O-O Ba3 Re8 Rc1 Bb7 Bc5 Nd7 Bb5 c6 Be2 Nxc5 dxc5 Qa5 O-O Rad8 Qc2 Qxc5 Bd3 h6 Rfe1 a5 Re4 f5 Rh4 Bc8 g4 Qd5 Ne1 f4 Bh7+ Kh8 Qg6 Qg5 Qxg5 hxg5 Rh5 Bf6 Bg6+ Kg7 Bxe8 Rxe8 Nf3 Kg6 Rh3 Ba6 Ne1 Rd8 Nc2 Rd2 Na3 Bd4 Rf3 Be2 Rfxc3 Bxc3 Rxc3 Rd1+ Kg2 f3+ Kh3 Rg1 Rxc6 Bf1#,D44,Queen's Gambit Declined: Vienna Variation,8,2000,Classical,407
15973,True,77,mate,white,10+2,2013,2022,e4 e5 Nf3 Nc6 Bc4 Be7 d4 d6 Nc3 Nf6 h3 O-O Be3 Nd7 Qd2 Kh8 O-O-O Na5 Be2 Bf6 g4 exd4 Nxd4 Ne5 b3 c5 Nf5 Bxf5 exf5 Qb6 Nd5 Qc6 Nxf6 gxf6 f4 c4 Qxa5 cxb3 axb3 Rfc8 Rd2 Qxh1+ Kb2 b6 Qb5 a6 Qa4 b5 Qd4 Nc4+ bxc4 bxc4 Qxf6+ Kg8 Bxc4 Rxc4 Qg5+ Kf8 Qh6+ Ke8 Qxd6 Qb7+ Kc1 Qe7 Qd5 Rac8 Bd4 Qe1+ Kb2 Qxd2 Qe5+ Kd7 Qd5+ Ke7 Bf6+ Kxf6 Qe5#,C50,Italian Game: Hungarian Defense,6,680,Rapid,-9
